island,year,month,avg_temp_celsius,rainfall_mm,hurricane_category
Guadeloupe,2023,March,25.7,54.0,0
Guadeloupe,2023,April,26.5,83.4,0
Guadeloupe,2023,May,26.8,149.5,0
Guadeloupe,2023,June,27.2,174.4,0
Guadeloupe,2023,July,29.2,389.4,3
Guadeloupe,2023,August,29.1,174.1,0
Guadeloupe,2023,September,29.1,341.1,1
Guadeloupe,2023,October,27.6,207.4,0
Guadeloupe,2023,November,25.9,161.3,0
Guadeloupe,2023,December,25.7,111.8,0
Guadeloupe,2024,January,26.6,92.2,0
Guadeloupe,2024,February,26.0,77.8,0
Guadeloupe,2024,March,26.4,62.9,0
Guadeloupe,2024,April,26.4,85.7,0
Guadeloupe,2024,May,28.0,132.9,0
Guadeloupe,2024,June,27.5,155.4,0
Guadeloupe,2024,July,29.3,167.5,0
Guadeloupe,2024,August,29.4,312.8,1
Guadeloupe,2024,September,29.5,207.5,0
Guadeloupe,2024,October,27.6,197.6,0
Guadeloupe,2024,November,26.9,142.1,0
Guadeloupe,2024,December,26.1,96.2,0
Guadeloupe,2025,January,26.5,79.6,0
Guadeloupe,2025,February,26.6,53.4,0
Guadeloupe,2025,March,26.7,48.9,0
Guadeloupe,2025,April,27.7,60.7,0
Guadeloupe,2025,May,27.5,134.8,0
Guadeloupe,2025,June,27.8,208.4,0
Guadeloupe,2025,July,28.4,145.9,0
Guadeloupe,2025,August,27.8,165.3,0
Guadeloupe,2025,September,29.7,189.3,0
Guadeloupe,2025,October,28.6,160.1,0
Guadeloupe,2025,November,25.9,179.6,0
Guadeloupe,2025,December,25.5,116.0,0
Haiti,2015,January,25.1,37.0,0
Haiti,2015,February,26.0,25.9,0
Haiti,2015,March,27.4,22.8,0
Haiti,2015,April,27.7,36.9,0
Haiti,2015,May,27.9,78.4,0
Haiti,2015,June,28.3,153.8,0
Haiti,2015,July,29.6,151.5,0
Haiti,2015,August,28.6,151.6,0
Haiti,2015,September,30.0,203.2,0
Haiti,2015,October,28.5,183.4,0
Haiti,2015,November,27.4,126.3,0
Haiti,2015,December,26.5,48.7,0
Haiti,2016,January,25.3,42.4,0
Haiti,2016,February,25.3,25.9,0
Haiti,2016,March,26.6,24.0,0
Haiti,2016,April,28.1,29.4,0
Haiti,2016,May,28.5,69.8,0
Haiti,2016,June,29.3,126.4,0
Haiti,2016,July,29.1,453.1,4
Haiti,2016,August,28.1,155.0,0
Haiti,2016,September,29.7,154.5,0
Haiti,2016,October,27.3,124.0,0
Haiti,2016,November,26.4,96.6,0
Haiti,2016,December,26.0,57.2,0
Haiti,2017,January,26.1,36.5,0
Haiti,2017,February,25.3,23.6,0
Haiti,2017,March,26.4,18.2,0
Haiti,2017,April,27.9,28.4,0
Haiti,2017,May,28.5,83.4,0
Haiti,2017,June,29.0,122.5,0
Haiti,2017,July,27.9,137.5,0
Haiti,2017,August,29.2,152.6,0
Haiti,2017,September,29.8,150.4,0
Haiti,2017,October,28.6,135.3,0
Haiti,2017,November,27.8,99.2,0
Haiti,2017,December,25.5,64.1,0
Haiti,2018,January,26.9,37.5,0
Haiti,2018,February,26.8,25.5,0
Haiti,2018,March,27.5,19.5,0
Haiti,2018,April,27.1,40.8,0
Haiti,2018,May,28.9,60.0,0
Haiti,2018,June,28.4,136.4,0
Haiti,2018,July,28.6,129.6,0
Haiti,2018,August,29.4,400.8,3
Haiti,2018,September,29.1,153.1,0
Haiti,2018,October,27.4,127.1,0
Haiti,2018,November,26.7,106.3,0
Haiti,2018,December,27.4,54.5,0
Haiti,2019,January,25.6,35.2,0
Haiti,2019,February,26.1,21.8,0
Haiti,2019,March,26.3,19.6,0
Haiti,2019,April,26.1,38.4,0
Haiti,2019,May,26.8,79.1,0
Haiti,2019,June,28.8,124.4,0
Haiti,2019,July,29.4,158.4,0
Haiti,2019,August,29.9,251.9,1
Haiti,2019,September,29.7,184.6,0
Haiti,2019,October,27.9,179.2,0
Haiti,2019,November,26.9,92.2,0
Haiti,2019,December,26.8,45.2,0
Haiti,2020,January,26.8,38.9,0
Haiti,2020,February,25.2,22.3,0
Haiti,2020,March,26.3,15.9,0
Haiti,2020,April,26.8,38.8,0
Haiti,2020,May,27.9,74.5,0
Haiti,2020,June,29.3,143.4,0
Haiti,2020,July,28.2,162.5,0
Haiti,2020,August,30.1,165.5,0
Haiti,2020,September,29.0,183.6,0
Haiti,2020,October,28.6,240.1,1
Haiti,2020,November,26.2,96.8,0
Haiti,2020,December,25.8,60.7,0
Haiti,2021,January,25.3,43.6,0
Haiti,2021,February,26.6,25.4,0
Haiti,2021,March,26.7,19.5,0
Haiti,2021,April,27.5,42.8,0
Haiti,2021,May,28.9,77.3,0
Haiti,2021,June,27.9,141.7,0
Haiti,2021,July,28.6,158.1,0
Haiti,2021,August,28.6,142.2,0
Haiti,2021,September,28.8,127.9,0
Haiti,2021,October,27.3,400.6,3
Haiti,2021,November,28.2,105.8,0
Haiti,2021,December,25.9,49.9,0
Haiti,2022,January,26.2,31.9,0
Haiti,2022,February,26.9,26.2,0
Haiti,2022,March,26.2,17.5,0
Haiti,2022,April,26.6,32.2,0
Haiti,2022,May,27.5,91.8,0
Haiti,2022,June,29.0,137.8,0
Haiti,2022,July,29.2,145.5,0
Haiti,2022,August,28.2,122.7,0
Haiti,2022,September,29.7,133.0,0
Haiti,2022,October,29.1,150.5,0
Haiti,2022,November,27.5,86.1,0
Haiti,2022,December,26.5,53.9,0
Haiti,2023,January,25.1,45.0,0
Haiti,2023,February,26.4,27.0,0
Haiti,2023,March,26.4,22.9,0
Haiti,2023,April,27.5,32.2,0
Haiti,2023,May,28.5,78.2,0
Haiti,2023,June,27.7,104.2,0
Haiti,2023,July,27.9,160.3,0
Haiti,2023,August,29.4,171.0,0
Haiti,2023,September,28.7,189.1,0
Haiti,2023,October,27.6,258.0,1
Haiti,2023,November,27.1,135.3,0
Haiti,2023,December,26.0,71.6,0
Haiti,2024,January,25.2,36.2,0
Haiti,2024,February,25.9,18.9,0
Haiti,2024,March,27.0,15.6,0
Haiti,2024,April,27.9,41.3,0
Haiti,2024,May,27.2,68.0,0
Haiti,2024,June,29.1,119.7,0
Haiti,2024,July,29.4,173.7,0
Haiti,2024,August,28.8,166.3,0
Haiti,2024,September,29.2,163.1,0
Haiti,2024,October,28.1,257.4,1
Haiti,2024,November,26.1,94.8,0
Haiti,2024,December,26.7,52.2,0
Haiti,2025,January,26.8,36.6,0
Haiti,2025,February,25.6,21.1,0
Haiti,2025,March,26.3,15.7,0
Haiti,2025,April,26.4,31.3,0
Haiti,2025,May,28.1,90.6,0
Haiti,2025,June,27.3,110.4,0
Haiti,2025,July,29.8,155.3,0
Haiti,2025,August,29.3,374.3,3
Haiti,2025,September,29.9,129.3,0
Haiti,2025,October,27.9,177.3,0
Haiti,2025,November,28.1,99.3,0
Haiti,2025,December,27.1,64.8,0
Jamaica,2015,January,27.2,62.4,0
Jamaica,2015,February,27.3,27.4,0
Jamaica,2015,March,27.8,34.4,0
Jamaica,2015,April,27.2,42.2,0
Jamaica,2015,May,29.3,78.5,0
Jamaica,2015,June,29.0,118.2,0
Jamaica,2015,July,29.9,137.1,0
Jamaica,2015,August,30.2,201.7,0
Jamaica,2015,September,30.3,214.7,0
Jamaica,2015,October,27.6,162.6,0
Jamaica,2015,November,26.5,120.5,0
Jamaica,2015,December,27.0,70.3,0
Jamaica,2016,January,26.1,45.5,0
Jamaica,2016,February,26.9,38.8,0
Jamaica,2016,March,26.4,28.5,0
Jamaica,2016,April,27.7,34.6,0
Jamaica,2016,May,27.5,106.3,0
Jamaica,2016,June,28.2,167.2,0
Jamaica,2016,July,30.2,140.6,0
Jamaica,2016,August,28.6,134.6,0
Jamaica,2016,September,28.9,187.6,0
Jamaica,2016,October,28.8,158.9,0
Jamaica,2016,November,27.3,138.3,0
Jamaica,2016,December,26.4,58.8,0
Jamaica,2017,January,26.5,46.5,0
Jamaica,2017,February,27.2,35.2,0
Jamaica,2017,March,27.5,36.4,0
Jamaica,2017,April,26.6,34.6,0
Jamaica,2017,May,27.5,82.3,0
Jamaica,2017,June,29.4,152.8,0
Jamaica,2017,July,29.7,187.3,0
Jamaica,2017,August,30.1,190.4,0
Jamaica,2017,September,28.1,161.9,0
Jamaica,2017,October,29.1,157.1,0
Jamaica,2017,November,27.7,129.3,0
Jamaica,2017,December,26.7,79.1,0
Jamaica,2018,January,26.0,43.2,0
Jamaica,2018,February,26.4,35.3,0
Jamaica,2018,March,27.4,33.3,0
Jamaica,2018,April,28.1,40.8,0
Jamaica,2018,May,28.8,98.9,0
Jamaica,2018,June,28.6,144.1,0
Jamaica,2018,July,29.4,122.1,0
Jamaica,2018,August,28.3,196.4,0
Jamaica,2018,September,28.8,172.7,0
Jamaica,2018,October,28.3,188.0,0
Jamaica,2018,November,27.1,91.4,0
Jamaica,2018,December,27.6,57.9,0
Jamaica,2019,January,25.8,53.2,0
Jamaica,2019,February,26.7,41.4,0
Jamaica,2019,March,26.3,28.4,0
Jamaica,2019,April,26.8,36.2,0
Jamaica,2019,May,28.1,107.8,0
Jamaica,2019,June,27.8,143.7,0
Jamaica,2019,July,29.6,149.2,0
Jamaica,2019,August,28.5,209.3,0
Jamaica,2019,September,28.6,274.4,1
Jamaica,2019,October,28.5,137.9,0
Jamaica,2019,November,27.3,99.4,0
Jamaica,2019,December,26.8,69.2,0
Jamaica,2020,January,27.1,59.1,0
Jamaica,2020,February,25.9,33.8,0
Jamaica,2020,March,26.9,31.6,0
Jamaica,2020,April,27.7,45.1,0
Jamaica,2020,May,27.7,67.8,0
Jamaica,2020,June,27.7,132.9,0
Jamaica,2020,July,29.3,180.8,0
Jamaica,2020,August,29.4,176.5,0
Jamaica,2020,September,28.7,214.3,0
Jamaica,2020,October,29.0,182.5,0
Jamaica,2020,November,27.8,138.6,0
Jamaica,2020,December,26.2,84.0,0
Jamaica,2021,January,26.1,60.3,0
Jamaica,2021,February,26.6,33.1,0
Jamaica,2021,March,26.3,35.6,0
Jamaica,2021,April,27.8,40.3,0
Jamaica,2021,May,28.6,100.0,0
Jamaica,2021,June,28.7,174.5,0
Jamaica,2021,July,30.4,118.2,0
Jamaica,2021,August,30.1,155.2,0
Jamaica,2021,September,28.6,180.6,0
Jamaica,2021,October,27.5,181.1,0
Jamaica,2021,November,27.2,134.8,0
Jamaica,2021,December,26.5,52.9,0
Jamaica,2022,January,27.1,45.7,0
Jamaica,2022,February,26.5,27.4,0
Jamaica,2022,March,26.4,36.8,0
Jamaica,2022,April,28.2,52.7,0
Jamaica,2022,May,27.1,72.0,0
Jamaica,2022,June,28.8,132.4,0
Jamaica,2022,July,29.8,163.3,0
Jamaica,2022,August,29.2,385.9,3
Jamaica,2022,September,28.5,197.7,0
Jamaica,2022,October,29.2,176.6,0
Jamaica,2022,November,28.4,113.4,0
Jamaica,2022,December,25.7,52.7,0
Jamaica,2023,January,26.8,60.7,0
Jamaica,2023,February,25.9,27.9,0
Jamaica,2023,March,27.9,27.6,0
Jamaica,2023,April,27.9,38.7,0
Jamaica,2023,May,28.9,104.9,0
Jamaica,2023,June,27.9,134.1,0
Jamaica,2023,July,28.8,154.7,0
Jamaica,2023,August,28.8,173.5,0
Jamaica,2023,September,28.3,154.2,0
Jamaica,2023,October,27.8,156.9,0
Jamaica,2023,November,27.3,117.5,0
Jamaica,2023,December,27.4,75.2,0
Jamaica,2024,January,25.3,43.0,0
Jamaica,2024,February,26.7,43.5,0
Jamaica,2024,March,27.0,37.4,0
Jamaica,2024,April,26.8,55.3,0
Jamaica,2024,May,29.3,98.8,0
Jamaica,2024,June,29.8,153.6,0
Jamaica,2024,July,29.5,178.8,0
Jamaica,2024,August,30.3,168.5,0
Jamaica,2024,September,29.4,187.7,0
Jamaica,2024,October,28.8,142.9,0
Jamaica,2024,November,28.6,104.0,0
Jamaica,2024,December,27.6,63.3,0
Jamaica,2025,January,26.7,53.0,0
Jamaica,2025,February,26.2,31.4,0
Jamaica,2025,March,26.3,23.1,0
Jamaica,2025,April,27.7,55.0,0
Jamaica,2025,May,27.8,80.0,0
Jamaica,2025,June,29.3,141.5,0
Jamaica,2025,July,29.6,374.1,3
Jamaica,2025,August,29.1,148.1,0
Jamaica,2025,September,30.1,194.8,0
Jamaica,2025,October,28.9,183.1,0
Jamaica,2025,November,27.2,109.3,0
Jamaica,2025,December,25.6,83.0,0
Martinique,2015,January,25.9,64.0,0
Martinique,2015,February,26.2,35.8,0
Martinique,2015,March,27.9,48.6,0
Martinique,2015,April,26.9,61.2,0
Martinique,2015,May,29.0,87.2,0
Martinique,2015,June,28.4,133.9,0
Martinique,2015,July,29.8,141.8,0
Martinique,2015,August,28.8,222.5,0
Martinique,2015,September,28.7,184.4,0
Martinique,2015,October,29.3,197.8,0
Martinique,2015,November,28.4,98.8,0
Martinique,2015,December,27.8,90.3,0
Martinique,2016,January,26.7,49.6,0
Martinique,2016,February,26.3,44.2,0
Martinique,2016,March,26.9,42.1,0
Martinique,2016,April,27.0,54.1,0
Martinique,2016,May,27.8,75.6,0
Martinique,2016,June,29.5,149.4,0
Martinique,2016,July,30.5,197.6,0
Martinique,2016,August,29.8,192.7,0
Martinique,2016,September,29.3,146.2,0
Martinique,2016,October,28.5,180.7,0
Martinique,2016,November,27.7,114.1,0
Martinique,2016,December,27.5,80.4,0
Martinique,2017,January,26.9,65.9,0
Martinique,2017,February,27.7,50.3,0
Martinique,2017,March,26.2,46.3,0
Martinique,2017,April,28.2,60.4,0
Martinique,2017,May,28.0,97.8,0
Martinique,2017,June,28.4,157.7,0
Martinique,2017,July,30.3,121.0,0
Martinique,2017,August,30.1,217.5,0
Martinique,2017,September,29.7,228.1,0
Martinique,2017,October,28.1,168.3,0
Martinique,2017,November,27.2,117.1,0
Martinique,2017,December,27.3,75.3,0
Martinique,2018,January,26.3,71.3,0
Martinique,2018,February,25.9,48.1,0
Martinique,2018,March,26.9,32.9,0
Martinique,2018,April,28.8,52.2,0
Martinique,2018,May,29.6,115.8,0
Martinique,2018,June,28.0,164.7,0
Martinique,2018,July,29.9,178.6,0
Martinique,2018,August,29.5,198.4,0
Martinique,2018,September,28.8,232.6,0
Martinique,2018,October,29.5,227.5,1
Martinique,2018,November,28.4,114.4,0
Martinique,2018,December,26.8,85.1,0
Martinique,2019,January,27.3,50.0,0
Martinique,2019,February,26.5,40.0,0
Martinique,2019,March,27.4,39.6,0
Martinique,2019,April,26.9,42.9,0
Martinique,2019,May,27.4,104.1,0
Martinique,2019,June,28.1,311.7,2
Martinique,2019,July,30.6,180.9,0
Martinique,2019,August,29.7,165.3,0
Martinique,2019,September,29.2,227.1,0
Martinique,2019,October,29.5,213.6,0
Martinique,2019,November,27.5,101.2,0
Martinique,2019,December,26.6,64.0,0
Martinique,2020,January,26.9,66.8,0
Martinique,2020,February,26.0,47.3,0
Martinique,2020,March,26.7,44.0,0
Martinique,2020,April,27.5,58.2,0
Martinique,2020,May,28.4,95.7,0
Martinique,2020,June,30.1,184.3,0
Martinique,2020,July,28.4,388.8,3
Martinique,2020,August,29.4,175.0,0
Martinique,2020,September,29.3,360.7,2
Martinique,2020,October,29.8,212.7,0
Martinique,2020,November,28.6,156.3,0
Martinique,2020,December,26.6,67.8,0
Martinique,2021,January,26.5,62.2,0
Martinique,2021,February,26.8,36.6,0
Martinique,2021,March,26.8,43.5,0
Martinique,2021,April,28.6,45.9,0
Martinique,2021,May,27.6,108.1,0
Martinique,2021,June,28.3,169.0,0
Martinique,2021,July,28.5,154.8,0
Martinique,2021,August,29.0,218.6,0
Martinique,2021,September,30.1,163.4,0
Martinique,2021,October,28.8,209.8,0
Martinique,2021,November,27.0,132.2,0
Martinique,2021,December,26.1,87.7,0
Martinique,2022,January,27.4,68.0,0
Martinique,2022,February,27.1,42.2,0
Martinique,2022,March,27.7,37.6,0
Martinique,2022,April,27.9,64.8,0
Martinique,2022,May,27.9,80.8,0
Martinique,2022,June,28.1,168.0,0
Martinique,2022,July,30.1,129.3,0
Martinique,2022,August,30.6,220.9,0
Martinique,2022,September,28.3,148.4,0
Martinique,2022,October,29.6,217.0,0
Martinique,2022,November,27.5,141.7,0
Martinique,2022,December,27.0,84.1,0
Martinique,2023,January,26.3,61.1,0
Martinique,2023,February,26.0,55.0,0
Martinique,2023,March,27.2,39.1,0
Martinique,2023,April,27.0,59.5,0
Martinique,2023,May,29.0,104.9,0
Martinique,2023,June,30.1,121.8,0
Martinique,2023,July,30.0,158.3,0
Martinique,2023,August,29.8,198.4,0
Martinique,2023,September,30.6,174.2,0
Martinique,2023,October,28.1,195.4,0
Martinique,2023,November,28.2,100.9,0
Martinique,2023,December,26.3,79.5,0
Martinique,2024,January,27.5,64.8,0
Martinique,2024,February,27.9,46.1,0
Martinique,2024,March,27.6,49.8,0
Martinique,2024,April,27.6,55.8,0
Martinique,2024,May,28.9,84.8,0
Martinique,2024,June,28.8,122.3,0
Martinique,2024,July,29.7,184.4,0
Martinique,2024,August,30.3,176.2,0
Martinique,2024,September,28.6,208.6,0
Martinique,2024,October,28.0,150.3,0
Martinique,2024,November,28.3,98.1,0
Martinique,2024,December,27.2,87.1,0
Martinique,2025,January,25.8,73.5,0
Martinique,2025,February,27.5,54.6,0
Martinique,2025,March,28.2,33.6,0
Martinique,2025,April,28.9,59.1,0
Martinique,2025,May,29.6,106.3,0
Martinique,2025,June,27.9,130.6,0
Martinique,2025,July,29.9,196.4,0
Martinique,2025,August,29.5,197.3,0
Martinique,2025,September,29.9,216.4,0
Martinique,2025,October,29.1,155.3,0
Martinique,2025,November,27.5,105.3,0
Martinique,2025,December,27.0,86.8,0
Montserrat,2015,January,25.8,72.5,0
Montserrat,2015,February,26.6,61.8,0
Montserrat,2015,March,26.8,49.6,0
Montserrat,2015,April,27.9,67.3,0
Montserrat,2015,May,27.8,132.5,0
Montserrat,2015,June,28.6,345.0,2
Montserrat,2015,July,29.9,196.5,0
Montserrat,2015,August,30.1,198.1,0
Montserrat,2015,September,30.5,162.4,0
Montserrat,2015,October,30.2,221.8,0
Montserrat,2015,November,28.3,117.6,0
Montserrat,2015,December,28.0,73.0,0
Montserrat,2016,January,26.2,58.1,0
Montserrat,2016,February,27.9,42.2,0
Montserrat,2016,March,27.5,46.6,0
Montserrat,2016,April,27.9,79.5,0
Montserrat,2016,May,28.3,134.5,0
Montserrat,2016,June,30.0,172.7,0
Montserrat,2016,July,30.0,186.6,0
Montserrat,2016,August,31.3,175.9,0
Montserrat,2016,September,29.1,159.9,0
Montserrat,2016,October,28.5,156.2,0
Montserrat,2016,November,28.9,172.0,0
Montserrat,2016,December,26.7,83.7,0
Montserrat,2017,January,27.1,55.1,0
Montserrat,2017,February,26.8,66.1,0
Montserrat,2017,March,26.6,43.9,0
Montserrat,2017,April,28.5,66.2,0
Montserrat,2017,May,29.3,137.2,0
Montserrat,2017,June,28.6,149.8,0
Montserrat,2017,July,30.6,178.9,0
Montserrat,2017,August,29.3,236.8,0
Montserrat,2017,September,28.7,290.4,1
Montserrat,2017,October,28.2,349.5,2
Montserrat,2017,November,27.8,128.3,0
Montserrat,2017,December,28.1,77.7,0
Montserrat,2018,January,26.5,86.4,0
Montserrat,2018,February,26.2,66.7,0
Montserrat,2018,March,28.0,45.2,0
Montserrat,2018,April,28.1,65.9,0
Montserrat,2018,May,29.6,112.8,0
Montserrat,2018,June,30.2,133.7,0
Montserrat,2018,July,29.5,156.8,0
Montserrat,2018,August,31.2,193.0,0
Montserrat,2018,September,30.6,197.7,0
Montserrat,2018,October,28.0,186.2,0
Montserrat,2018,November,27.3,131.5,0
Montserrat,2018,December,26.3,100.1,0
Montserrat,2019,January,27.2,61.2,0
Montserrat,2019,February,27.6,46.3,0
Montserrat,2019,March,28.2,50.1,0
Montserrat,2019,April,27.9,79.3,0
Montserrat,2019,May,29.5,99.3,0
Montserrat,2019,June,30.4,152.5,0
Montserrat,2019,July,28.8,134.3,0
Montserrat,2019,August,31.2,398.2,3
Montserrat,2019,September,29.9,199.3,0
Montserrat,2019,October,30.2,178.0,0
Montserrat,2019,November,28.6,138.6,0
Montserrat,2019,December,28.4,107.5,0
Montserrat,2020,January,26.6,74.1,0
Montserrat,2020,February,27.6,60.9,0
Montserrat,2020,March,28.1,43.6,0
Montserrat,2020,April,29.1,75.5,0
Montserrat,2020,May,28.9,116.0,0
Montserrat,2020,June,30.4,174.0,0
Montserrat,2020,July,29.9,146.6,0
Montserrat,2020,August,30.9,191.3,0
Montserrat,2020,September,29.6,187.9,0
Montserrat,2020,October,28.2,223.3,0
Montserrat,2020,November,28.2,158.7,0
Montserrat,2020,December,26.9,80.7,0
Montserrat,2021,January,27.3,72.4,0
Montserrat,2021,February,26.7,66.9,0
Montserrat,2021,March,28.2,38.4,0
Montserrat,2021,April,28.4,64.6,0
Montserrat,2021,May,29.1,100.6,0
Montserrat,2021,June,28.1,191.2,0
Montserrat,2021,July,29.4,136.1,0
Montserrat,2021,August,29.1,191.4,0
Montserrat,2021,September,28.9,198.7,0
Montserrat,2021,October,29.5,159.7,0
Montserrat,2021,November,27.6,135.0,0
Montserrat,2021,December,28.0,72.4,0
Montserrat,2022,January,27.5,58.2,0
Montserrat,2022,February,27.0,51.1,0
Montserrat,2022,March,26.8,42.2,0
Montserrat,2022,April,27.9,72.9,0
Montserrat,2022,May,28.0,93.4,0
Montserrat,2022,June,29.7,141.3,0
Montserrat,2022,July,29.9,195.5,0
Montserrat,2022,August,29.7,215.1,0
Montserrat,2022,September,29.8,242.4,0
Montserrat,2022,October,28.8,148.9,0
Montserrat,2022,November,27.0,115.9,0
Montserrat,2022,December,27.9,78.1,0
Montserrat,2023,January,26.5,86.7,0
Montserrat,2023,February,27.0,49.2,0
Montserrat,2023,March,28.1,43.7,0
Montserrat,2023,April,28.1,56.9,0
Montserrat,2023,May,29.6,137.2,0
Montserrat,2023,June,30.1,135.9,0
Montserrat,2023,July,30.5,187.1,0
Montserrat,2023,August,29.3,236.8,0
Montserrat,2023,September,30.1,172.9,0
Montserrat,2023,October,28.0,230.4,0
Montserrat,2023,November,27.9,148.2,0
Montserrat,2023,December,26.3,85.8,0
Montserrat,2024,January,27.1,60.6,0
Montserrat,2024,February,27.1,55.3,0
Montserrat,2024,March,27.1,44.2,0
Montserrat,2024,April,27.8,62.3,0
Montserrat,2024,May,27.8,84.8,0
Montserrat,2024,June,29.9,137.0,0
Montserrat,2024,July,30.8,136.1,0
Montserrat,2024,August,31.2,177.0,0
Montserrat,2024,September,28.8,151.4,0
Montserrat,2024,October,29.9,169.4,0
Montserrat,2024,November,27.8,159.5,0
Montserrat,2024,December,27.0,96.8,0
Montserrat,2025,January,26.6,83.5,0
Montserrat,2025,February,27.6,44.6,0
Montserrat,2025,March,28.4,53.9,0
Montserrat,2025,April,28.6,78.8,0
Montserrat,2025,May,28.9,101.4,0
Montserrat,2025,June,30.4,136.2,0
Montserrat,2025,July,28.7,143.8,0
Montserrat,2025,August,29.5,225.8,0
Montserrat,2025,September,30.8,247.5,0
Montserrat,2025,October,29.0,205.1,0
Montserrat,2025,November,27.1,134.3,0
Montserrat,2025,December,27.3,68.5,0
Puerto Rico,2015,January,27.5,65.2,0
Puerto Rico,2015,February,27.6,74.6,0
Puerto Rico,2015,March,28.3,56.9,0
Puerto Rico,2015,April,29.2,92.7,0
Puerto Rico,2015,May,29.7,113.0,0
Puerto Rico,2015,June,29.4,150.6,0
Puerto Rico,2015,July,29.3,154.6,0
Puerto Rico,2015,August,31.3,229.1,0
Puerto Rico,2015,September,30.6,212.6,0
Puerto Rico,2015,October,28.7,215.3,0
Puerto Rico,2015,November,27.6,115.9,0
Puerto Rico,2015,December,26.6,82.4,0
Puerto Rico,2016,January,28.0,70.8,0
Puerto Rico,2016,February,27.7,56.8,0
Puerto Rico,2016,March,27.9,45.0,0
Puerto Rico,2016,April,28.6,70.1,0
Puerto Rico,2016,May,29.6,123.0,0
Puerto Rico,2016,June,29.4,179.5,0
Puerto Rico,2016,July,29.0,208.4,0
Puerto Rico,2016,August,29.7,246.5,0
Puerto Rico,2016,September,31.2,213.9,0
Puerto Rico,2016,October,30.1,222.3,0
Puerto Rico,2016,November,29.0,141.2,0
Puerto Rico,2016,December,28.4,106.7,0
Puerto Rico,2017,January,27.8,68.8,0
Puerto Rico,2017,February,27.6,75.0,0
Puerto Rico,2017,March,27.0,52.0,0
Puerto Rico,2017,April,28.1,90.1,0
Puerto Rico,2017,May,28.4,101.1,0
Puerto Rico,2017,June,28.9,169.2,0
Puerto Rico,2017,July,30.5,136.9,0
Puerto Rico,2017,August,29.6,189.4,0
Puerto Rico,2017,September,29.1,165.1,0
Puerto Rico,2017,October,30.4,240.9,0
Puerto Rico,2017,November,28.5,167.0,0
Puerto Rico,2017,December,27.8,93.9,0
Puerto Rico,2018,January,27.8,90.5,0
Puerto Rico,2018,February,26.4,56.8,0
Puerto Rico,2018,March,27.0,63.8,0
Puerto Rico,2018,April,29.5,92.2,0
Puerto Rico,2018,May,29.6,110.3,0
Puerto Rico,2018,June,28.9,168.3,0
Puerto Rico,2018,July,30.0,149.7,0
Puerto Rico,2018,August,29.6,155.6,0
Puerto Rico,2018,September,30.4,170.4,0
Puerto Rico,2018,October,28.5,175.2,0
Puerto Rico,2018,November,29.2,123.1,0
Puerto Rico,2018,December,26.6,96.4,0
Puerto Rico,2019,January,27.4,69.0,0
Puerto Rico,2019,February,27.1,77.5,0
Puerto Rico,2019,March,26.9,50.1,0
Puerto Rico,2019,April,27.5,92.1,0
Puerto Rico,2019,May,29.4,97.1,0
Puerto Rico,2019,June,30.6,203.6,0
Puerto Rico,2019,July,29.3,182.7,0
Puerto Rico,2019,August,30.8,165.0,0
Puerto Rico,2019,September,29.6,243.3,0
Puerto Rico,2019,October,28.5,235.6,0
Puerto Rico,2019,November,29.4,173.3,0
Puerto Rico,2019,December,26.7,75.1,0
Puerto Rico,2020,January,26.3,86.2,0
Puerto Rico,2020,February,27.2,72.2,0
Puerto Rico,2020,March,27.8,47.0,0
Puerto Rico,2020,April,29.4,66.7,0
Puerto Rico,2020,May,30.2,100.9,0
Puerto Rico,2020,June,29.2,163.5,0
Puerto Rico,2020,July,29.9,206.4,0
Puerto Rico,2020,August,31.1,215.4,0
Puerto Rico,2020,September,29.9,209.7,0
Puerto Rico,2020,October,29.5,226.3,0
Puerto Rico,2020,November,28.6,144.1,0
Puerto Rico,2020,December,28.0,112.4,0
Puerto Rico,2021,January,26.5,60.1,0
Puerto Rico,2021,February,26.3,66.9,0
Puerto Rico,2021,March,28.7,46.8,0
Puerto Rico,2021,April,29.2,88.8,0
Puerto Rico,2021,May,28.6,98.7,0
Puerto Rico,2021,June,30.7,205.1,0
Puerto Rico,2021,July,30.9,140.0,0
Puerto Rico,2021,August,31.5,220.4,0
Puerto Rico,2021,September,29.0,258.8,0
Puerto Rico,2021,October,29.9,450.9,3
Puerto Rico,2021,November,29.2,114.8,0
Puerto Rico,2021,December,26.7,78.8,0
Puerto Rico,2022,January,27.8,66.0,0
Puerto Rico,2022,February,27.9,73.1,0
Puerto Rico,2022,March,27.4,57.4,0
Puerto Rico,2022,April,29.0,82.3,0
Puerto Rico,2022,May,28.3,142.9,0
Puerto Rico,2022,June,30.2,410.3,3
Puerto Rico,2022,July,30.5,213.8,0
Puerto Rico,2022,August,31.2,241.9,0
Puerto Rico,2022,September,30.6,202.0,0
Puerto Rico,2022,October,30.5,197.1,0
Puerto Rico,2022,November,27.6,128.4,0
Puerto Rico,2022,December,27.0,84.2,0
Puerto Rico,2023,January,27.2,93.7,0
Puerto Rico,2023,February,27.3,58.9,0
Puerto Rico,2023,March,28.5,49.9,0
Puerto Rico,2023,April,28.7,63.5,0
Puerto Rico,2023,May,28.1,126.2,0
Puerto Rico,2023,June,28.5,151.5,0
